ssc_p,hsc_p,degree_p,mba_p,academic_avg,academic_trend,weighted_academic,is_top_performer,gender_M,hsc_s_Commerce,degree_t_Others,degree_t_Sci&Tech,workex_Yes,specialisation_Mkt&HR,mba_grade_Average,mba_grade_Good,mba_grade_VeryGood,mba_grade_Excellent,etest_tier_Medium,etest_tier_High
-0.9743919360016939,-0.9313358067740842,0.22297671365603391,-1.06480020350539,-1.239748688796532,0.3467727861054629,-0.06959993830067035,-0.1382327032752274,0.8864052604279182,-0.780805960329528,1.6870547845739468,-0.6919126161531287,1.0672569667868559,-0.9631774724179828,1.6925525987445438,-0.6605041325807084,-0.5097475058154178,-0.3648896763690086,-0.5484642268462742,1.2215612297409535
-1.5956247990333539,-0.5623643357874413,-0.7466407603866085,-0.2741717988148372,-1.5223317124228235,1.3080779443079216,-2.059007444205081,-0.1382327032752274,0.8864052604279182,-0.780805960329528,-0.5927489783638191,1.4452692098024813,1.0672569667868559,1.038230262476527,-0.5908235884319065,1.5139950693310888,-0.5097475058154178,-0.3648896763690086,-0.5484642268462742,-0.818624540181307
-1.3674531879342073,-0.29748557198090897,1.9362572695828517,1.3359517677354975,0.25871026982043627,1.9123269008923238,-0.036463048571473276,-0.1382327032752274,0.8864052604279182,-0.780805960329528,-0.5927489783638191,-0.6919126161531287,-0.9369814684936247,-0.9631774724179828,-0.5908235884319065,-0.6605041325807084,-0.5097475058154178,2.7405543778353203,-0.5484642268462742,-0.818624540181307
-1.5644294615783922,-1.2148025540056366,0.3545765244735996,-0.537180030801147,-1.495419043506035,1.1473218716337286,-1.260139724247068,-0.1382327032752274,0.8864052604279182,1.280727928329292,-0.5927489783638191,-0.6919126161531287,1.0672569667868559,1.038230262476527,1.6925525987445438,-0.6605041325807084,-0.5097475058154178,-0.3648896763690086,1.8232729703268034,-0.818624540181307
0.948132146579785,1.9321430398502164,0.026818505078903928,0.8339909347372364,1.770625562895798,-0.4392355491306649,1.8578127258581134,-0.1382327032752274,0.8864052604279182,1.280727928329292,1.6870547845739468,-0.6919126161531287,1.0672569667868559,1.038230262476527,-0.5908235884319065,-0.6605041325807084,1.9617555526835775,-0.3648896763690086,-0.5484642268462742,1.2215612297409535
0.2948126507373076,-0.784490737716428,-0.0029776785024314043,-0.2420976241823611,-0.3203926952640564,-0.38915074256885696,0.18534514123749782,-0.1382327032752274,-1.1281521496355325,-0.780805960329528,1.6870547845739468,-0.6919126161531287,-0.9369814684936247,-0.9631774724179828,-0.5908235884319065,1.5139950693310888,-0.5097475058154178,-0.3648896763690086,-0.5484642268462742,1.2215612297409535
1.555995579273605,-0.3235087487759368,-0.8087161428477251,-0.30624597344731447,0.26688018717017675,-1.564528057850015,-0.4726161647368884,-0.1382327032752274,-1.1281521496355325,-0.780805960329528,1.6870547845739468,-0.6919126161531287,-0.9369814684936247,1.038230262476527,-0.5908235884319065,1.5139950693310888,-0.5097475058154178,-0.3648896763690086,-0.5484642268462742,-0.818624540181307
-0.5768742072898999,-0.7027036106463406,-0.6907729161716032,0.9414394197560316,-0.6596845569650135,0.9970674519483018,0.16026857603702116,-0.1382327032752274,-1.1281521496355325,-0.780805960329528,-0.5927489783638191,-0.6919126161531287,1.0672569667868559,1.038230262476527,-0.5908235884319065,-0.6605041325807084,1.9617555526835775,-0.3648896763690086,-0.5484642268462742,1.2215612297409535
-0.29076839806011023,0.6077492208175556,0.39430476924871516,0.9462505459509033,0.5936768811597662,0.7401808634538627,0.4835771488002969,-0.1382327032752274,0.8864052604279182,-0.780805960329528,-0.5927489783638191,-0.6919126161531287,1.0672569667868559,-0.9631774724179828,-0.5908235884319065,-0.6605041325807084,1.9617555526835775,-0.3648896763690086,1.8232729703268034,-0.818624540181307
-1.9049042875153996,1.792733164162568,-1.6156961148422408,-0.30303855598406626,-0.8163547367306087,1.5738505468697777,-1.1647094622341476,-0.1382327032752274,-1.1281521496355325,-0.780805960329528,-0.5927489783638191,-0.6919126161531287,1.0672569667868559,-0.9631774724179828,-0.5908235884319065,1.5139950693310888,-0.5097475058154178,-0.3648896763690086,-0.5484642268462742,-0.818624540181307
-1.2177155681503926,0.5371148838024798,-0.38536203446290945,-0.9653702621447123,-0.8173159034776374,0.6173923054313647,-1.0624129978449033,-0.1382327032752274,0.8864052604279182,1.280727928329292,1.6870547845739468,-0.6919126161531287,1.0672569667868559,-0.9631774724179828,1.6925525987445438,-0.6605041325807084,-0.5097475058154178,-0.3648896763690086,-0.5484642268462742,-0.818624540181307
-0.05100994733483559,0.6570073768938581,0.18697299182858554,0.9799284293150052,0.678259554898245,0.5398416372066285,1.2342819419446982,-0.1382327032752274,0.8864052604279182,1.280727928329292,1.6870547845739468,-0.6919126161531287,-0.9369814684936247,1.038230262476527,-0.5908235884319065,-0.6605041325807084,1.9617555526835775,-0.3648896763690086,-0.5484642268462742,1.2215612297409535
0.3670075745616471,1.0213318520242451,0.5842554395797321,-1.5202534832865608,0.4965990397099159,-1.0984162290409234,1.0331718694440561,-0.1382327032752274,0.8864052604279182,1.280727928329292,1.6870547845739468,-0.6919126161531287,1.0672569667868559,1.038230262476527,-0.5908235884319065,-0.6605041325807084,-0.5097475058154178,-0.3648896763690086,-0.5484642268462742,1.2215612297409535
-0.4146584525241005,-0.6460102612000302,-0.8087161428477251,2.633352131619184,-0.08154275862754946,1.7022938411169972,0.7835008294123369,-0.1382327032752274,-1.1281521496355325,1.280727928329292,1.6870547845739468,-0.6919126161531287,1.0672569667868559,-0.9631774724179828,-0.5908235884319065,-0.6605041325807084,-0.5097475058154178,2.7405543778353203,-0.5484642268462742,1.2215612297409535
1.4971700857871055,-0.18781646977329217,-0.38287901916446526,-0.6350062634302011,0.3716473625962485,-1.6768149628837463,1.141538454774686,-0.1382327032752274,0.8864052604279182,-0.780805960329528,-0.5927489783638191,-0.6919126161531287,-0.9369814684936247,1.038230262476527,1.6925525987445438,-0.6605041325807084,-0.5097475058154178,-0.3648896763690086,-0.5484642268462742,1.2215612297409535
